employee_id,is_selected,shap_values
EMP0054,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0290,TRUE,"Latest_Vibe_Score(0.0428), Average_Vibe_Score(0.0300), Average_Emails_Sent(0.0247), Average_Work_Hours(0.0179), Latest_Performance_Rating(0.0140), Annual_Leaves(0.0129), Latest_Promotion_Consideration(0.0122), Onboarding_Feedback(0.0080), Days_since_joining(0.0080), Initial_Training_Completed(0.0069)"
EMP0180,TRUE,"Latest_Vibe_Score(0.0530), Days_since_last_reward(0.0482), Average_Vibe_Score(0.0368), Latest_Work_Hours(0.0144), Days_since_last_activity(0.0129), Average_Emails_Sent(0.0128), Sick_Leaves(0.0085), Days_since_last_leave(0.0083), Onboarding_Feedback(0.0066), Initial_Training_Completed(0.0038)"
EMP0354,TRUE,"Latest_Vibe_Score(0.0530), Days_since_last_reward(0.0482), Average_Vibe_Score(0.0368), Latest_Work_Hours(0.0144), Days_since_last_activity(0.0129), Average_Emails_Sent(0.0128), Sick_Leaves(0.0085), Days_since_last_leave(0.0083), Onboarding_Feedback(0.0066), Initial_Training_Completed(0.0038)"
EMP0383,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0399,TRUE,"Latest_Vibe_Score(0.0530), Days_since_last_reward(0.0482), Average_Vibe_Score(0.0368), Latest_Work_Hours(0.0144), Days_since_last_activity(0.0129), Average_Emails_Sent(0.0128), Sick_Leaves(0.0085), Days_since_last_leave(0.0083), Onboarding_Feedback(0.0066), Initial_Training_Completed(0.0038)"
EMP0043,TRUE,"Average_Team_Messages_Sent(0.0407), Latest_Vibe_Score(0.0228), Average_Vibe_Score(0.0208), Total_Reward_Points(0.0125), Average_Performance_Rating(0.0098), Average_Emails_Sent(0.0084), Onboarding_Feedback(0.0082), Days_since_last_reward(0.0069), Latest_Work_Hours(0.0065), Average_Reward_Points(0.0054)"
EMP0192,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0277,TRUE,"Average_Team_Messages_Sent(0.0407), Latest_Vibe_Score(0.0228), Average_Vibe_Score(0.0208), Total_Reward_Points(0.0125), Average_Performance_Rating(0.0098), Average_Emails_Sent(0.0084), Onboarding_Feedback(0.0082), Days_since_last_reward(0.0069), Latest_Work_Hours(0.0065), Average_Reward_Points(0.0054)"
EMP0152,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0142,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0484,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0002,TRUE,"Latest_Vibe_Score(0.1120), Average_Vibe_Score(0.0239), Average_Team_Messages_Sent(0.0214), Latest_Promotion_Consideration(0.0123), Latest_Work_Hours(0.0105), Average_Reward_Points(0.0092), Days_since_last_activity(0.0070), Total_Reward_Points(0.0056), Days_since_last_reward(0.0052), Average_Work_Hours(0.0051)"
EMP0025,TRUE,"Casual_Leaves(0.0491), Days_since_last_reward(0.0429), Days_since_last_leave(0.0236), Total_Reward_Points(0.0196), Total_Rewards_Received(0.0190), Average_Reward_Points(0.0038), Unpaid_Leaves(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000)"
EMP0285,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0281,TRUE,"Latest_Vibe_Score(0.1133), Average_Vibe_Score(0.0833), Total_Rewards_Received(0.0089), Average_Reward_Points(0.0078), Total_Reward_Points(0.0028), Days_since_last_reward(0.0011)"
EMP0202,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0350,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0284,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000)"
EMP0479,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0349,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000)"
EMP0415,TRUE,"Average_Performance_Rating(0.0533), Latest_Performance_Rating(0.0467), Unpaid_Leaves(0.0267), Days_since_last_leave(0.0267), Casual_Leaves(0.0200), Average_Manager_Feedback_Score(0.0000), Promotion_Consideration_Ratio(0.0000), Latest_Promotion_Consideration(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000)"
EMP0040,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0120,TRUE,"Casual_Leaves(0.0491), Days_since_last_reward(0.0429), Days_since_last_leave(0.0236), Total_Reward_Points(0.0196), Total_Rewards_Received(0.0190), Average_Reward_Points(0.0038), Unpaid_Leaves(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000)"
EMP0400,TRUE,"Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000), Average_Emails_Sent(0.0000), Average_Work_Hours(0.0000), Latest_Work_Hours(0.0000)"
EMP0445,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0483,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000)"
EMP0418,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0463,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0108,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0009,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0392,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0114,TRUE,"Days_since_joining(0.0717), Average_Vibe_Score(0.0389), Onboarding_Feedback(0.0289), Mentor_Assigned(0.0161), Initial_Training_Completed(0.0156), Latest_Vibe_Score(0.0000)"
EMP0195,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000)"
EMP0447,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0446,TRUE,"Average_Performance_Rating(0.0000), Latest_Performance_Rating(0.0000), Average_Manager_Feedback_Score(0.0000), Promotion_Consideration_Ratio(0.0000), Latest_Promotion_Consideration(0.0000), Average_Vibe_Score(0.0000), Latest_Vibe_Score(0.0000)"
EMP0129,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000)"
EMP0186,TRUE,"Casual_Leaves(0.0491), Days_since_last_reward(0.0429), Days_since_last_leave(0.0236), Total_Reward_Points(0.0196), Total_Rewards_Received(0.0190), Average_Reward_Points(0.0038), Unpaid_Leaves(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000)"
EMP0140,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000), Average_Emails_Sent(0.0000), Average_Work_Hours(0.0000), Latest_Work_Hours(0.0000)"
EMP0229,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000), Average_Emails_Sent(0.0000), Average_Work_Hours(0.0000), Latest_Work_Hours(0.0000)"
EMP0012,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0062,TRUE,"Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000), Average_Emails_Sent(0.0000), Average_Work_Hours(0.0000), Latest_Work_Hours(0.0000)"
EMP0159,TRUE,"Latest_Work_Hours(0.0306), Average_Manager_Feedback_Score(0.0267), Days_since_last_activity(0.0256), Average_Emails_Sent(0.0233), Average_Work_Hours(0.0233), Average_Performance_Rating(0.0200), Latest_Performance_Rating(0.0100), Average_Team_Messages_Sent(0.0078), Promotion_Consideration_Ratio(0.0039), Latest_Promotion_Consideration(0.0039)"
EMP0358,TRUE,"Days_since_last_reward(0.0500), Average_Work_Hours(0.0322), Days_since_last_activity(0.0222), Latest_Work_Hours(0.0183), Total_Reward_Points(0.0167), Average_Reward_Points(0.0117), Average_Team_Messages_Sent(0.0083), Average_Emails_Sent(0.0028), Total_Rewards_Received(0.0000)"
EMP0404,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000)"
EMP0196,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000)"
EMP0450,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000)"
EMP0338,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0189,TRUE,"Days_since_last_reward(0.0500), Average_Work_Hours(0.0322), Days_since_last_activity(0.0222), Latest_Work_Hours(0.0183), Total_Reward_Points(0.0167), Average_Reward_Points(0.0117), Average_Team_Messages_Sent(0.0083), Average_Emails_Sent(0.0028), Total_Rewards_Received(0.0000)"
EMP0492,TRUE,"Casual_Leaves(0.0491), Days_since_last_reward(0.0429), Days_since_last_leave(0.0236), Total_Reward_Points(0.0196), Total_Rewards_Received(0.0190), Average_Reward_Points(0.0038), Unpaid_Leaves(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000)"
EMP0085,TRUE,"Casual_Leaves(0.0491), Days_since_last_reward(0.0429), Days_since_last_leave(0.0236), Total_Reward_Points(0.0196), Total_Rewards_Received(0.0190), Average_Reward_Points(0.0038), Unpaid_Leaves(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000)"
EMP0194,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0134,TRUE,"Days_since_last_reward(0.0500), Average_Work_Hours(0.0322), Days_since_last_activity(0.0222), Latest_Work_Hours(0.0183), Total_Reward_Points(0.0167), Average_Reward_Points(0.0117), Average_Team_Messages_Sent(0.0083), Average_Emails_Sent(0.0028), Total_Rewards_Received(0.0000)"
EMP0403,FALSE,"Average_Vibe_Score(0.0323), Total_Reward_Points(0.0290), Days_since_joining(0.0245), Days_since_last_reward(0.0242), Days_since_last_leave(0.0152), Latest_Promotion_Consideration(0.0143), Average_Work_Hours(0.0101), Average_Team_Messages_Sent(0.0086), Average_Manager_Feedback_Score(0.0067), Average_Performance_Rating(0.0061)"
EMP0311,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000)"
EMP0256,TRUE,"Latest_Work_Hours(0.0306), Average_Manager_Feedback_Score(0.0267), Days_since_last_activity(0.0256), Average_Emails_Sent(0.0233), Average_Work_Hours(0.0233), Average_Performance_Rating(0.0200), Latest_Performance_Rating(0.0100), Average_Team_Messages_Sent(0.0078), Promotion_Consideration_Ratio(0.0039), Latest_Promotion_Consideration(0.0039)"
EMP0021,TRUE,"Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000), Average_Emails_Sent(0.0000), Average_Work_Hours(0.0000), Latest_Work_Hours(0.0000)"
EMP0268,TRUE,"Casual_Leaves(0.0491), Days_since_last_reward(0.0429), Days_since_last_leave(0.0236), Total_Reward_Points(0.0196), Total_Rewards_Received(0.0190), Average_Reward_Points(0.0038), Unpaid_Leaves(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000)"
EMP0087,FALSE,"Average_Reward_Points(0.0586), Latest_Performance_Rating(0.0262), Average_Manager_Feedback_Score(0.0206), Sick_Leaves(0.0126), Average_Performance_Rating(0.0073), Promotion_Consideration_Ratio(0.0068), Latest_Promotion_Consideration(0.0065), Days_since_last_leave(0.0057), Days_since_last_reward(0.0056), Total_Reward_Points(0.0047)"
EMP0070,FALSE,"Average_Performance_Rating(0.0408), Latest_Performance_Rating(0.0330), Days_since_last_leave(0.0160), Average_Emails_Sent(0.0125), Days_since_last_reward(0.0087), Average_Reward_Points(0.0083), Average_Team_Messages_Sent(0.0060), Latest_Work_Hours(0.0055), Average_Manager_Feedback_Score(0.0040), Days_since_last_activity(0.0036)"
EMP0174,FALSE,"Days_since_last_reward(0.0245), Days_since_last_activity(0.0142), Days_since_joining(0.0141), Annual_Leaves(0.0120), Mentor_Assigned(0.0104), Casual_Leaves(0.0090), Average_Work_Hours(0.0076), Latest_Work_Hours(0.0028), Total_Reward_Points(0.0021), Unpaid_Leaves(0.0021)"
EMP0093,FALSE,"Days_since_last_reward(0.0990), Average_Reward_Points(0.0153), Latest_Promotion_Consideration(0.0107), Days_since_last_leave(0.0097), Unpaid_Leaves(0.0078), Total_Reward_Points(0.0059), Onboarding_Feedback(0.0041), Days_since_joining(0.0035), Casual_Leaves(0.0029), Initial_Training_Completed(0.0017)"
EMP0154,FALSE,"Average_Reward_Points(0.0586), Latest_Performance_Rating(0.0262), Average_Manager_Feedback_Score(0.0206), Sick_Leaves(0.0126), Average_Performance_Rating(0.0073), Promotion_Consideration_Ratio(0.0068), Latest_Promotion_Consideration(0.0065), Days_since_last_leave(0.0057), Days_since_last_reward(0.0056), Total_Reward_Points(0.0047)"
EMP0412,FALSE,"Average_Vibe_Score(0.0840), Casual_Leaves(0.0264), Days_since_last_activity(0.0250), Latest_Vibe_Score(0.0214), Average_Team_Messages_Sent(0.0172), Sick_Leaves(0.0130), Average_Performance_Rating(0.0126), Average_Work_Hours(0.0104), Average_Emails_Sent(0.0103), Latest_Work_Hours(0.0075)"
EMP0465,FALSE,"Mentor_Assigned(0.0219), Onboarding_Feedback(0.0182), Average_Vibe_Score(0.0146), Latest_Vibe_Score(0.0130), Days_since_last_reward(0.0101), Unpaid_Leaves(0.0057), Days_since_last_leave(0.0043), Total_Rewards_Received(0.0038), Days_since_joining(0.0021), Initial_Training_Completed(0.0000)"
EMP0328,FALSE,"Days_since_last_reward(0.0990), Average_Reward_Points(0.0153), Latest_Promotion_Consideration(0.0107), Days_since_last_leave(0.0097), Unpaid_Leaves(0.0078), Total_Reward_Points(0.0059), Onboarding_Feedback(0.0041), Days_since_joining(0.0035), Casual_Leaves(0.0029), Initial_Training_Completed(0.0017)"
EMP0342,FALSE,"Days_since_joining(0.0445), Average_Emails_Sent(0.0228), Onboarding_Feedback(0.0198), Latest_Performance_Rating(0.0141), Average_Manager_Feedback_Score(0.0108), Latest_Work_Hours(0.0103), Promotion_Consideration_Ratio(0.0090), Days_since_last_activity(0.0069), Latest_Promotion_Consideration(0.0066), Average_Performance_Rating(0.0066)"
EMP0263,FALSE,"Latest_Vibe_Score(0.0619), Average_Vibe_Score(0.0331), Days_since_last_activity(0.0183), Average_Team_Messages_Sent(0.0128), Days_since_last_leave(0.0124), Days_since_last_reward(0.0123), Average_Emails_Sent(0.0054), Average_Reward_Points(0.0050), Total_Reward_Points(0.0037), Total_Rewards_Received(0.0032)"
EMP0286,FALSE,"Latest_Work_Hours(0.0457), Average_Work_Hours(0.0219), Latest_Vibe_Score(0.0088), Average_Vibe_Score(0.0083), Average_Team_Messages_Sent(0.0079), Days_since_last_activity(0.0038), Onboarding_Feedback(0.0038), Average_Emails_Sent(0.0031), Initial_Training_Completed(0.0031), Total_Reward_Points(0.0025)"
EMP0064,FALSE,"Average_Performance_Rating(0.0408), Latest_Performance_Rating(0.0330), Days_since_last_leave(0.0160), Average_Emails_Sent(0.0125), Days_since_last_reward(0.0087), Average_Reward_Points(0.0083), Average_Team_Messages_Sent(0.0060), Latest_Work_Hours(0.0055), Average_Manager_Feedback_Score(0.0040), Days_since_last_activity(0.0036)"
EMP0218,FALSE,"Mentor_Assigned(0.0219), Onboarding_Feedback(0.0182), Average_Vibe_Score(0.0146), Latest_Vibe_Score(0.0130), Days_since_last_reward(0.0101), Unpaid_Leaves(0.0057), Days_since_last_leave(0.0043), Total_Rewards_Received(0.0038), Days_since_joining(0.0021), Initial_Training_Completed(0.0000)"
EMP0100,FALSE,"Days_since_last_reward(0.0990), Average_Reward_Points(0.0153), Latest_Promotion_Consideration(0.0107), Days_since_last_leave(0.0097), Unpaid_Leaves(0.0078), Total_Reward_Points(0.0059), Onboarding_Feedback(0.0041), Days_since_joining(0.0035), Casual_Leaves(0.0029), Initial_Training_Completed(0.0017)"
EMP0109,FALSE,"Latest_Vibe_Score(0.0622), Average_Vibe_Score(0.0480), Annual_Leaves(0.0199), Days_since_joining(0.0097), Days_since_last_activity(0.0079), Days_since_last_leave(0.0078), Unpaid_Leaves(0.0045), Sick_Leaves(0.0038), Average_Team_Messages_Sent(0.0036), Latest_Work_Hours(0.0020)"
EMP0298,FALSE,"Days_since_last_reward(0.0388), Average_Reward_Points(0.0359), Latest_Work_Hours(0.0143), Latest_Performance_Rating(0.0105), Average_Work_Hours(0.0102), Average_Emails_Sent(0.0086), Total_Reward_Points(0.0069), Promotion_Consideration_Ratio(0.0060), Average_Performance_Rating(0.0052), Days_since_joining(0.0047)"
EMP0428,FALSE,"Latest_Vibe_Score(0.0622), Average_Vibe_Score(0.0480), Annual_Leaves(0.0199), Days_since_joining(0.0097), Days_since_last_activity(0.0079), Days_since_last_leave(0.0078), Unpaid_Leaves(0.0045), Sick_Leaves(0.0038), Average_Team_Messages_Sent(0.0036), Latest_Work_Hours(0.0020)"
EMP0038,FALSE,"Mentor_Assigned(0.0219), Onboarding_Feedback(0.0182), Average_Vibe_Score(0.0146), Latest_Vibe_Score(0.0130), Days_since_last_reward(0.0101), Unpaid_Leaves(0.0057), Days_since_last_leave(0.0043), Total_Rewards_Received(0.0038), Days_since_joining(0.0021), Initial_Training_Completed(0.0000)"
EMP0153,FALSE,"Average_Reward_Points(0.0586), Latest_Performance_Rating(0.0262), Average_Manager_Feedback_Score(0.0206), Sick_Leaves(0.0126), Average_Performance_Rating(0.0073), Promotion_Consideration_Ratio(0.0068), Latest_Promotion_Consideration(0.0065), Days_since_last_leave(0.0057), Days_since_last_reward(0.0056), Total_Reward_Points(0.0047)"
EMP0370,FALSE,"Days_since_last_reward(0.0990), Average_Reward_Points(0.0153), Latest_Promotion_Consideration(0.0107), Days_since_last_leave(0.0097), Unpaid_Leaves(0.0078), Total_Reward_Points(0.0059), Onboarding_Feedback(0.0041), Days_since_joining(0.0035), Casual_Leaves(0.0029), Initial_Training_Completed(0.0017)"
EMP0097,FALSE,"Latest_Vibe_Score(0.0665), Average_Work_Hours(0.0560), Days_since_joining(0.0394), Latest_Work_Hours(0.0237), Latest_Promotion_Consideration(0.0200), Average_Team_Messages_Sent(0.0190), Promotion_Consideration_Ratio(0.0177), Average_Vibe_Score(0.0168), Latest_Performance_Rating(0.0149), Days_since_last_activity(0.0111)"
EMP0011,FALSE,"Days_since_last_reward(0.0728), Latest_Vibe_Score(0.0568), Average_Vibe_Score(0.0440), Latest_Work_Hours(0.0229), Average_Reward_Points(0.0138), Total_Reward_Points(0.0112), Average_Work_Hours(0.0103), Days_since_last_activity(0.0082), Average_Emails_Sent(0.0055), Average_Performance_Rating(0.0045)"
EMP0084,FALSE,"Latest_Work_Hours(0.0457), Average_Work_Hours(0.0219), Latest_Vibe_Score(0.0088), Average_Vibe_Score(0.0083), Average_Team_Messages_Sent(0.0079), Days_since_last_activity(0.0038), Onboarding_Feedback(0.0038), Average_Emails_Sent(0.0031), Initial_Training_Completed(0.0031), Total_Reward_Points(0.0025)"
EMP0059,FALSE,"Latest_Vibe_Score(0.0970), Average_Vibe_Score(0.0906), Days_since_joining(0.0289), Days_since_last_reward(0.0133), Average_Manager_Feedback_Score(0.0131), Total_Reward_Points(0.0126), Total_Rewards_Received(0.0100), Average_Reward_Points(0.0070), Average_Performance_Rating(0.0068), Latest_Performance_Rating(0.0062)"
EMP0169,FALSE,"Days_since_last_reward(0.0728), Latest_Vibe_Score(0.0568), Average_Vibe_Score(0.0440), Latest_Work_Hours(0.0229), Average_Reward_Points(0.0138), Total_Reward_Points(0.0112), Average_Work_Hours(0.0103), Days_since_last_activity(0.0082), Average_Emails_Sent(0.0055), Average_Performance_Rating(0.0045)"
EMP0416,FALSE,"Average_Vibe_Score(0.0840), Casual_Leaves(0.0264), Days_since_last_activity(0.0250), Latest_Vibe_Score(0.0214), Average_Team_Messages_Sent(0.0172), Sick_Leaves(0.0130), Average_Performance_Rating(0.0126), Average_Work_Hours(0.0104), Average_Emails_Sent(0.0103), Latest_Work_Hours(0.0075)"
